Company name,Country,City,Province,Site address,Company website,BAP Cert,ASC Cert,FOS Cert,FIP Cert,MarinTrust Cert
LAAYOUNE PROTEINES S.A.R.L,Western Sahara,,,,https://vest-sahara.s3.amazonaws.com/skvs/feature-images/File/243/5fc82120abf59_AbovetheLaw2020_web.pdf,,,,,
Can.Kardeşler Su Ürün.San.Ve Tic.A.Ş. Bal.Un.Fab.,Turkey,,İzmir,"Hürriyet, 465. Sk. 11 D, 35370 Buca/İzmir, Türkiye",https://rahattss.oyakgrupsigorta.com/Bupa%20Ac%C4%B1badem%20%C3%96SS%20Anla%C5%9Fmal%C4%B1%20Kurumlar.xlsx,,,,,
"Dalyan Su Urunleri ve Gida San. Nak. Tic. Ltd. Sti. (KOBYALAR
GROUP)",Turkey,,Sinop,"Kırçal, Gevez Mevkii No:21/A, 57660 Karaağaç/Dikmen/Sinop, Türkiye",,,,,,
Dardanel Önentaş Gıda Sanayi Anonim Şirketi Balık Unu Fabrikası,Turkey,,Çanakkale,"Cumhuriyet, İzmir Çanakkale Yolu No:4, 17100 Kepez/Çanakkale Merkez/Çanakkale, Türkiye",,,,,,
Ege İz Yem,Turkey,,Uşak,"Merkez Mevkii Gölyeri Sokak No:6, 64902 Kışla/Ulubey/Uşak, Türkiye",,,,,,
Sepomer (alt name: Sepomer Sahara II),Western Sahara,,,,https://vest-sahara.s3.amazonaws.com/skvs/feature-images/File/243/5fc82120abf59_AbovetheLaw2020_web.pdf,,,,,
Min Zar Ni Co. Ltd.,Myanmar,ရန်ကုန်,ရန်ကုန်တိုင်းဒေသကြီး,"16.847985, 96.098669, ရန်ကုန်, Myanmar (Burma)",,,,,,
King Fish Products,India,New Delhi,Delhi,"A-22, Block UB, Jawahar Nagar, Kamla Nagar, New Delhi, Delhi, 110007, India",https://myannoyingopinions.com/2022/03/20/a-lot-of-fish-and-some-vegetables-at-chittaranjan-park-market-new-delhi-march-2022/,,,,,
Min Zar Ni Co. Ltd.,Myanmar,ရန်ကုန်,ရန်ကုန်တိုင်းဒေသကြီး,"16.847985, 96.098669, ရန်ကုန်, Myanmar (Burma)",,,,,,
M/s Blueline Foods (India) Pvt. Ltd. Unit-II,India,Bantwal,Karnataka,"Door no.1-312, Kambla Padav, Kurnad, Post, Kairangala Village, Bantwal, Karnataka 574153, India",https://ksei.karnataka.gov.in/uploads/media_to_upload1718781104.xlsx,,,,,
Min Zar Ni Co. Ltd.,Myanmar,ရန်ကုန်,ရန်ကုန်တိုင်းဒေသကြီး,"16.847985, 96.098669, ရန်ကုန်, Myanmar (Burma)",,,,,,
Mowi Markets Norway AS,Norway,,Trøndelag,"Fv17, 7876 Kongsmoen, Norway",,,,,,
Mangalore Marine Products,India,Mangaluru,Karnataka,"D.No 1-2/1,2 Sea Road Kotepura, Ullal, Ullal Industrial Area, Mangaluru, Karnataka 575020, India",https://e-mpeda.nic.in/registration/Rpt_Region_Wise_Exporters_Detailed.aspx?OffId=03&Office=SRD%20Mangalore&Categ=Storage03,,,,,
Musselfeed SE,Sweden,,Västra Götalands län,"Hallgrens väg 3, 474 31 Ellös, Sweden",https://www.ratsit.se/5569491334-MusselFeed_AB,,,,,
[OLD NAME: SOMATRAPS] Sté Marocaine de Traitement de Poisson Sud (Somatraps)  S.A.R.L.,Western Sahara,El Aaiún,,"Zone industriel Laâyoune Port, 4RM3+C56, El Aaiún 70000",,,,,,
MM Ashraf LLP - Manufacturer of Fish Meal and Fish Oil,India,Ratnagiri,Maharashtra,"Plot No: B-14/1, MIDC Mirjole, near Hotel Kanchan, Ratnagiri, Maharashtra 415639, India",https://www.justdial.com/jdmart/Ratnagiri/M-M-Ashraf-LLP-Midc-Near-Hotel-Kanchan-Mirjole-Ratnagiri/9999P2352-2352-210812161913-L1W4_BZDET/catalogue,,,,,
Pesquera Exalmar S.A.,Peru,Lima,Callao,"XVX8+HJF, Prolongacion Centenario, Lima 07046, Peru",,,,,,
Mukka Proteins Limited,India,Mangaluru,Karnataka,"Mukka Corporate House,1st Cross, Nandigudda Rd, Attavar, Mangaluru, Karnataka 575001, India",https://www.mukkaproteins.com/about-mukka-proteins.php,,,,,
[OLD NAME: SOTRAGEL] Ste de Traitement et de Congelation de Poissons (SOTRAGEL),Western Sahara,,,,https://www.kerix.net/en/annuaire-entreprise/fishmeal.html,,,,,
Pesquera Exalmar S.A.,Peru,Lima,Callao,"XVX8+HJF, Prolongacion Centenario, Lima 07046, Peru",,,,,,
Laayoune Elevage,Western Sahara,Laayoune,,Laayoune,https://vest-sahara.s3.amazonaws.com/skvs/feature-images/File/243/5fc82120abf59_AbovetheLaw2020_web.pdf,,,,,
Atlantic Tank Terminal,Western Sahara,,,,https://www.theatlantic.com/magazine/archive/1958/09/oil-in-the-sahara/640797/,,,,,
Afropesca,Western Sahara,,,Western Sahara,https://vest-sahara.s3.amazonaws.com/skvs/feature-images/File/243/5fc82120abf59_AbovetheLaw2020_web.pdf,,,,,
Protein and Oil Industry Sarl,Western Sahara,Dakhla,Casablanca-Settat,"234, Z.l. Hay Assalam، Dakhla 73000, Morocco",,,,,,
BLT Berg LipidTech AS,Norway,,Møre og Romsdal,"Sjukenesstranda 62, 6037 Veibust, Norway",,,,,,
GC Rieber VivoMega AS,Norway,,Møre og Romsdal,"Teistholmsundet 5, 6512 Kristiansund, Norway",https://www.chinafeedonline.com.hk/sites/default/files/24_Norway_20210924.xls,,,,,
Epax Norway AS,Norway,,Møre og Romsdal,"Aarsæthervegen 17, 6006 Ålesund, Norway",https://utdanning.no/bedrift/971655526/,,,,,
Nutrishell AS,Norway,,,,https://www.nutrishell.com/,,,,,
Pelagia Protein AS,Norway,,Rogaland,"Varbergveien, 4371 Egersund, Norway",https://www.1881.no/fiskeforedling/fiskeforedling-rogaland/fiskeforedling-egersund/pelagia-protein-ryttervik_100977525S1/,,,,,
Cervonic Ltd.,Mauritius,Port Louis,Pamplemousses District,"P.O Box 131, M2, Port Louis, Mauritius",,,,,,
SeaGarden AS,Norway,,Rogaland,"Husøyvegen 278, 4262 Avaldsnes, Norway",https://seagarden-norway.com/about-us/,,,,,
PELAGIA HORDAFOR SALTHELLA,Norway,,Vestland,"Salthella, 5397 Bekkjarvik, Norway",https://mattilsynet-xp7prod.enonic.cloud/_/attachment/inline/f156ec21-0635-483f-89d7-aa284c68a2b1:49fe0c8dcec5363cd199eac19a6c26f6d46aa5f5/Approved_and_registered_feed_companies.pdf,,,,,
Mukka Proteins Limited,India,Mangaluru,Karnataka,"Mukka Corporate House,1st Cross, Nandigudda Rd, Attavar, Mangaluru, Karnataka 575001, India",https://www.mukkaproteins.com/about-mukka-proteins.php,,,,,
NatNov Bioscience Pvt. Ltd.,India,Balasore,Odisha,"FM College Rd, opposite of MAMA computer, Padhuan Pada, Balasore, Gopalgoan, Odisha 756001, India",,,,,,
NPM Aquatic Fish Links Private Limited,India,Vellatheri,Kerala,"Unnamed Road, Vellatheri, Kerala 680604, India",,,,,,
NPM Fish Meal and Oil Products,India,Ellainayakkanpatti,Tamil Nadu,"NH 138, Pottalurani, Ellainayakkanpatti, Tamil Nadu 628851, India",,,,,,
ECB Company SRL,Italy,Treviglio,Lombardia,"Via Calvenzano, 10, 24047 Treviglio BG, Italy",https://www.ersaf.lombardia.it/wp-content/uploads/2023/07/GUIDA_BIO_2013_WEB_13383_907.pdf,,,,,
Bioceval GmbH & Co KG,Denmark,Cuxhaven,Niedersachsen,"Neufelder Str. 44, 27472 Cuxhaven, Germany",https://www.afw-cuxhaven.de/assets/Uploads/Broschuere-Fischwirtschaft-Cuxhaven-2020.pdf,,,,,
Generale Conserve S.p.A.,Italy,Genova,Liguria,"Torre B, Corte dei Lambruschini, 16129 Genova GE, Italy",https://portaleacquisti.gruppoiren.it/documenti/elenco_banche_bloccate_in_sap.xlsx,,,,,
Om Sai Aqua,India,Santhavelur,Andhra Pradesh,"Sulluru, Ramalinga Puram, Santhavelur, Nellore, Andhra Pradesh 517640, India",,,,,,
Kauluan Sdn Bhd,Malaysia,Kota Kinabalu,Sabah,"F-2-15, BLOCK F, 2ND FLOOR LORONG INANAM KAPITAL 5, INANAM KAPITAL, MILE 6, Jalan Tuaran, 88450 Kota Kinabalu, Sabah, Malaysia",https://www.yelp.com/search?find_desc=Food&find_loc=Penampang%2C+Sabah,,,,,
QL Marine Products Sdn.Bhd.,Malaysia,Tuaran,Sabah,"P.O. Box 502, Kampung Bolong, Jalan Sulaman, 89208 Tuaran, Sabah, Malaysia",https://fishdept.sabah.gov.my/wp-content/uploads/2023/08/Buku-Direktori-Maklumat-Industri-Perikanan-2023.pdf,,,,,
Omega Fishing,Senegal,Dakar,Région de Dakar,"Site Alinsow Golf 57, Dakar, Senegal",,,,,,
Concentrados De Proteinas S.A.C,Peru,Chorrillos,Provincia de Lima,"Jr, Las Balsas N° 264, Chorrillos 15056, Peru",,,,,,
Pesquera Exalmar S.A.,Peru,Lima,Callao,"XVX8+HJF, Prolongacion Centenario, Lima 07046, Peru",,,,,,
Pesquera Hayduk S.A.,Peru,Végueta,Gobierno Regional de Lima,"Calle, Végueta 15157, Peru",https://consultasenlinea.produce.gob.pe/ConsultasEnLinea/consultas.web/plantas/generarReporteXsl,,,,,
King Pelagique,Morocco,Dakhla,Casablanca-Settat,"234, Z.l. Hay Assalam، Dakhla 73000, Morocco",https://frommoroccotouk.co.uk/wp-content/uploads/2021/06/MoroccoFoodex-CatalogueExportateurs-1.pdf,,,,,
Pesquera Hayduk S.A.,Peru,Végueta,Gobierno Regional de Lima,"Calle, Végueta 15157, Peru",https://consultasenlinea.produce.gob.pe/ConsultasEnLinea/consultas.web/plantas/generarReporteXsl,,,,,
Gümüşdoğa Su Ürünleri Üretim İhracat Ve İthalat A.Ş.Yem Fabrikası,Turkey,,Muğla,"Ekinanbarı, 48670 Milas/Muğla, Türkiye",https://gumusdoga.com.tr/,,,,,
Gürdal Yem Enerji Tarım Gıda Hayvancılık Sanayi ve Ticaret A.Ş. Yem Fabrikası,Turkey,,Kahramanmaraş,"Karacasu - Karaziyaret Mahallesi Fatih Sultan Mehmet Cad, Karacasu Karaziyaret, Gaziantep Yolu No:26/A, 46090 Merkez/Kahramanmaraş, Türkiye",,,,,,
İpek Yem ve Gıda San. Tic. A.Ş.-Yem Fabrikası,Turkey,,Gaziantep,"Aydınlar Mahallesi, Sanayi, 03044 Nolu Cd. No: 15, 27580 Şehitkamil/Gaziantep, Türkiye",https://dijital.gaib.org.tr/S_Uye_Listesi/?SIRKOD=606,,,,,
Omega Fishmeal And Oil Private Limited,India,Madhaliwadi,Maharashtra,"Omega Fish Meal & Oil Pvt Ltd, Madhaliwadi, Ratnagiri, Maharashtra 415639, India",https://www.justdial.com/Ratnagiri/Omega-Fishmeal-And-Oil-Pvt-Ltd-Madhaliwadi/9999P2352-2352-190117222817-B1W1_BZDET,,,,,
Pacific Marine Products,India,Cuncolim,Goa,"Plot No L-28, Industrial Estate, Salcete, Cuncolim, Goa 403703, India",https://unitedmarineproducts.com/,,,,,
Progress Frozen and Fish Sterilization,India,Porbandar,Gujarat,"GIDC, New Porbandar, Porbandar, Dharampur, Gujarat 360575, India",,,,,,
Quality foods,India,Mumbai,Maharashtra,"Fresh farsan shop in mumbai A/2 Bldg, Shop no 007, Lohiya Nagar, LIC Colony, Suresh Colony, Vile Parle West, Mumbai, Maharashtra 400056, India",https://www.ipindia.gov.in/writereaddata/Portal/IPOJournal/1_4829_1/CLASS_22_-_29.pdf,,,,,
Blueline Foods (India) Pvt. Ltd. Unit-IV,India,Ullal,Karnataka,"Mogaveera Higher Primary School, Beach Rd, Ullal, Karnataka 575020, India",https://ksei.karnataka.gov.in/uploads/media_to_upload1718781104.xlsx,,,,,
PESQUERA HAYDUK S.A.,Peru,Végueta,Gobierno Regional de Lima,"Calle, Végueta 15157, Peru",https://consultasenlinea.produce.gob.pe/ConsultasEnLinea/consultas.web/plantas/generarReporteXsl,,,,,
Pesquera Hayduk S.A.,Peru,Végueta,Gobierno Regional de Lima,"Calle, Végueta 15157, Peru",https://consultasenlinea.produce.gob.pe/ConsultasEnLinea/consultas.web/plantas/generarReporteXsl,,,,,
Pesquera Hayduk S.A.,Peru,Végueta,Gobierno Regional de Lima,"Calle, Végueta 15157, Peru",https://consultasenlinea.produce.gob.pe/ConsultasEnLinea/consultas.web/plantas/generarReporteXsl,,,,,
CORPORACION PESQUERA 1313 S.A.,Peru,Chimbote,Áncash,"VCRP+PQ5, Chimbote 02804, Peru",,,,,,
Independent Fisheries Limited,New Zealand,Christchurch,Canterbury,"4 Broad Street, Woolston, Christchurch 8025, New Zealand",https://www.indfish.co.nz/,,,,,
Setalg,France,Pleubian,Bretagne,"81 Rue de Pen Lan, 22610 Pleubian, France",https://www.pappers.fr/entreprise/ceva-centre-etude-valorisation-algues-335037107,,,,,
Los Glaciares S.A.,Chile,,Santa Cruz Province,"Santa Cruz Province, Argentina",https://whc.unesco.org/en/list/145/,,,,,
Pescasud SARLAU,Morocco,Aït Melloul,Souss-Massa,"8GC6+Q25, Aït Melloul 80000, Morocco",,,,,,
Shri Rozy Fish Meal and oil,India,Javar Village,Gujarat,"MH5C+M5, Javar Village, Gujarat 360579, India",,,,,,
Sogenco,Morocco,Safi,Marrakech-Safi,"Route Du Djorf El Youdi - Bp 56, Oued Tensift, Safi 46000, Morocco",,,,,,
Peruvian Sea Food S.A.,Peru,Paita,Piura,"WWGH+73W, Paita 20701, Peru",,,,,,
ASK Andaman Ltd,Myanmar,Myeik,Tanintharyi Region,"CJ76+V6M, Myeik, Myanmar (Burma)",,,,,,
"Marine Acary Production Co.,Ltd",Myanmar,Yegyawgyi,Ayeyarwady,"Tsp, Yegyawgyi, Myanmar (Burma)",,,,,,
Kiyak Kardesler-Black Sea Co.,Turkey,,Samsun,"Toybelen, Anadolu Bulvarı, 55050 İlkadım/Samsun, Türkiye",,,,,,
LTD MBM,Georgia,Rockmart,Georgia,"130 E Elm St #759, Rockmart, GA 30153, USA",,,,,,
Rybolovetskaya artel (kolkhoz) im. 50 let Oktyabrya,Russia,,,,https://seafoodexporussia.com/files/seafood_expo_russia_2023_eng.pdf,,,,,
Production Association Sakhalinrybaksoyuz LLC,Russia,Южно-Сахалинск,Сахалинская область,"office 11, Коммунистический пр., 18, Южно-Сахалинск, Сахалинская обл., Russia, 693010",,,,,,
JSC Turnif,Russia,Vladivostok,Primorskiy kray,"Ploshchad' Lugovaya, 52 Б, Vladivostok, Primorskiy kray, Russia, 690087",,,,,,
Hawkes Bay Protein Limited,New Zealand,Napier,Hawke's Bay,"Waitangi Road, Awatoto, Napier 4110, New Zealand",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/NZ/PROCESSING_PLANTS,,,,,
Pesquera Miguel Angel S.A.C.,Peru,,,,https://repositorio.ucv.edu.pe/handle/20.500.12692/39237,,,,,
Pesquera Natalia S.A.C.,Peru,Coishco,Ancash,"X9QG+H74, Coishco 02815, Peru",,,,,,
Pesquera Diamante S.A.,Peru,San Isidro,Provincia de Lima,"C. Amador Merino Reyna 307, San Isidro 15046, Peru",https://issuu.com/revistaindustriaalimentaria/docs/directorio_industria_alimentaria_2019__02-08-2019_,,,,,
M/S Balochistan Marines Products，Pakistan,Pakistan,,,,https://www.chinafeedonline.com.hk/sites/default/files/03_Pakistan_20220525.xls,,,,,
"Marksmen Aquatic Products, LLP",India,Vadakkukariseri,Tamil Nadu,"6/84, Vadakkukariseri, Tamil Nadu 628851, India",https://marksmenmarine.com/,,,,,
Tirupati Fish Meal,India,Tirupati,Andhra Pradesh,"D no,22, 4-61/1A, Karakambadi Rd, opp. ganagaram function hall, Mangalam, Tirupati, Andhra Pradesh 517507, India",https://www.justdial.com/Tirupati/Water-Purifier-Dealers-Aquafresh/nct-10553612,,,,,
Pak China Fish Meal,Pakistan,Lahore,Punjab,"near ali baba foods, Fatehgarh, Lahore, Punjab 54000, Pakistan",https://www.tiktok.com/@foodcon._/video/7351697989024435463,,,,,
Global Fish Trading Sarl,Western Sahara,,,,https://vest-sahara.s3.amazonaws.com/skvs/feature-images/File/243/5fc82120abf59_AbovetheLaw2020_web.pdf,,,,,
Laayoune Proteine S.A.R.L,Western Sahara,,,,https://vest-sahara.s3.amazonaws.com/skvs/feature-images/File/243/5fc82120abf59_AbovetheLaw2020_web.pdf,,,,,
Bransomar S.A.C.,Peru,Santa Anita,Provincia de Lima,"VX9H+GGG, C. Enrique del Horme, Santa Anita 15047, Peru",,,,,,
Pesquera Nemesis S.A.C.,Peru,Callao,Callao,"Prolongacion Centenario 2620, Callao 07046, Peru",,,,,,
Pesca Peru Tambo De Mora Norte S.A.,Peru,Tambo de Mora,,"GRH4+CWQ Muelle de, Tambo de Mora, Peru",,,,,,
Marine Industrial Corporation S.A.C. - Marincorp,Peru,San Martín de Porres,Provincia de Lima,"AV. ALFREDO MENDIOLA NRO. 6334 URB. SANTA LUISA (PARADERO SANTA LUISA) LIMA, San Martín de Porres 15304, Peru",,,,,,
K.B. Fish,Western Sahara,Marsa,,"Bp64, Marsa 70000",,,,,,
Aung Myat Phyo Int'l Fish Meal Plant,Myanmar,ဒိုက်ဦး,ပဲခူးတိုင်းဒေသကြီး,"Hpa Aung Wea Rd &, QMRF+83F, Myo Pat St, ဒိုက်ဦး, Myanmar (Burma)",,,,,,
Laayoune Proteine S.A.R.L,Western Sahara,,,,https://vest-sahara.s3.amazonaws.com/skvs/feature-images/File/243/5fc82120abf59_AbovetheLaw2020_web.pdf,,,,,
Tecnologias en Favor del Medio Ambiente S.A.C.,Peru,,,,https://cdn.www.gob.pe/uploads/document/file/2346588/RD%205250-2016-PRODUCE-DGS.pdf.pdf?v=1635486610,,,,,
Triada Foods S.A.C.,Peru,Chimbote,Áncash,"VCPR+PC5, Pescadores, Chimbote 02804, Peru",,,,,,
Pesquera Hillary E.I.R.L.,Peru,Chimbote,Áncash,"Pescadores 180, Chimbote 02804, Peru",,,,,,
Productora Amg S.A.C.,Peru,Chilca,Gobierno Regional de Lima,"Av Miramar 58, Chilca 15871, Peru",,,,,,
Pesquera Canhann S.A.C.,Peru,Paita,Piura,"WVC5+HMR, Paita 20701, Peru",,,,,,
Cnc S.A.C.,Peru,Piura,Piura,"Av., Tacna 910, Piura 20003, Peru",https://www.caqh.org/sites/default/files/solutions/proview/guide/domain-table.xls.xlsx,,,,,
Corporacion Industrial Milagros Del Mar S.A.,Peru,,,,https://ofac.treasury.gov/media/6791/download?inline,,,,,
Corporacion Pesquera Inca S.A.C.,Peru,Lima,Provincia de Lima,"Av. Manuel Olguín 325, Lima 15023, Peru",https://issuu.com/revistaindustriaalimentaria/docs/directorio_industria_alimentaria_2019__02-08-2019_,,,,,
Don Raul S.A.C.,Peru,La Esperanza,La Libertad,"WWWW+VFR, La Esperanza 13014, Peru",https://www.munlima.gob.pe/images/convocatoria-2020.pdf,,,,,
Empresa Pesquera Gamma S.A.,Peru,Paita,Piura,"WVC5+HMR, Paita 20701, Peru",,,,,,
Fishpro Nor Peru S.A.C.,Peru,Callao,Callao Region,"Callao 07046, Peru",,,,,,
Group Corporation Reye's S.A.C.,Peru,Callao,Callao,"Av. Nestor Gambetta 6693, Callao 07046, Peru",https://es.scribd.com/document/593558531/Padron-de-empresas-Alumnos-ultimo-1-09-2022,,,,,
Industrial Don Martin S.A.C.,Peru,Huacho,Gobierno Regional de Lima,"Av. Pedro N° 479, Huacho 15136, Peru",https://www.sunat.gob.pe/padronesnotificaciones/pricos/principalesContrib-PRICOS.xlsx,,,,,
Inversiones Regal S.A,Peru,Nuevo Chimbote,Ancash,"Nuevo Chimbote 02711, Peru",https://consultasenlinea.produce.gob.pe/ConsultasEnLinea/consultas.web/plantas/generarReporteXsl,,,,,
Htoo Htoo Toe International Company Limited,Myanmar,Yangon,Yangon Region,"69/71 Lan Thit St, Yangon 11131, Myanmar (Burma)",,,,,,
"JSC ""ASK"" aka Agency Selkhozkorma",Russia,Krasnoyarsk,Krasnoyarskiy kray,"Белорусская улица, 9, кв./оф. 65 Микуцкого улица, 12, офис 166, 2-Ya Khabarovskaya Ulitsa, 11, кв./оф. 26, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660049",,,,,,
Natural Protein Technologies S.A.C.,Peru,Lima,Provincia de Lima,"X362+C7H, C. 31, Lima 15011, Peru",,,,,,
Pesquera Altair S.A.C.,Peru,,Piura,"Unnamed Road, 20701, 20701, Peru",,,,,,
Pesquera Maress S.A.C,Peru,Chilca,Lima Region,"G64V+X69, Chilca 15870, Peru",,,,,,
Pesquera Op7 & Bell S.A.C. / Op7 & Bell S.A.C.,Peru,Chimbote,Áncash,"subiste 1A, Calle 03 Mz B, Chimbote 02804, Peru",,,,,,
Pesquera Rubi S.A.,Peru,Lima,Provincia de Lima,"Jr. Sandia 290, Lima 15001, Peru",https://huggingface.co/guillermoruiz/bilma_CL/blame/main/vocab.txt,,,,,
Pesquera Z Y T S.A.C.,Peru,Barranca,Lima Region,"Barranca 15169, Peru",https://www.viabcp.com/pagos-agentebcp,,,,,
Procesadora De Productos Marinos SA,Peru,San Borja,Provincia de Lima,"Pje. Franco 150, San Borja 15036, Peru",https://www.mef.gob.pe/contenidos/presu_publ/sectr_publ/presu_2006/ActProy2006.pdf,,,,,
San Fernando S.A.,Peru,,Ica,"11230, Peru",https://www.laencontre.com.pe/venta/casas/ica/p_3,,,,,
San Fernando S.A.,Peru,,Ica,"11230, Peru",https://www.laencontre.com.pe/venta/casas/ica/p_3,,,,,
Solmar Empresa Pesquera S.A.,Peru,Miraflores,Provincia de Lima,"Av Grau 300, Miraflores 15074, Peru",https://www.treasury.gov/ofac/downloads/add.csv,,,,,
Soraya S.A.C.,Peru,Lima,Lima Region,"Q2PC+F3F, Lima 15058, Peru",,,,,,
Tecnológica de Alimentos S.A. (TASA),Peru,Lima,Provincia de Lima,"Vittore Carpaccio 216-296, Lima 15036, Peru",,,,,,
Tecnológica de Alimentos S.A. (TASA),Peru,Lima,Provincia de Lima,"Vittore Carpaccio 216-296, Lima 15036, Peru",,,,,,
Tecnológica de Alimentos S.A. (TASA),Peru,Lima,Provincia de Lima,"Vittore Carpaccio 216-296, Lima 15036, Peru",,,,,,
Transmarina Del Peru Sociedad Anonima Cerrada - Transmarina Del Peru S.A.C.,Peru,Paracas,Ica,"Via a Paracas, Paracas 11550, Peru",https://cdn.www.gob.pe/uploads/document/file/3517814/Empresas%20seleccionadas%20en%20la%20Encuesta%20Econ%C3%B3mica%20Anual%202021.pdf,,,,,
"LLC ""Kamchattralflot""",Russia,Petropavlovsk-Kamchatskiy,Kamchatka Krai,"Prospekt Tsiolkovskogo, 7/2, Petropavlovsk-Kamchatskiy, Kamchatka Krai, Russia, 683000",https://www.stjornarradid.is/media/utanrikisraduneyti-media/media/vidskiptathjonustan/skyrsla_fish_industry_in_russia_i_eurofish.pdf,,,,,
NordFeed LLC,Russia,Sankt-Peterburg,Sankt-Peterburg,"Instrumental'naya Ulitsa, 3, Sankt-Peterburg, Russia, 195112",,,,,,
"[OLD NAME: Tymlatsky Rybokombinat Co., Ltd. Fish Factory] Tymlatsky Fish Factory",Russia,Yuzhno-Kurilsk,,"17 Заводская ул., Yuzhno-Kurilsk",,,,,,
Vityaz-Avto Co Ltd. Fish-Processing Work-Shop,Russia,Nikolayevka,Kamchatka Krai,"мкр. Энтузиастов, стр.1, Nikolayevka, Kamchatka Krai, Russia, 684032",,,,,,
Triarc S.A.,Peru,,,,https://www.tc.gob.pe/jurisprudencia/2011/03075-2011-AA%20Resolucion.html,,,,,
JSC Murmansk Region Fleet,Russia,Murmansk,Murmanskaya oblast',"Ulitsa Shmidta, 43, Murmansk, Murmanskaya oblast', Russia, 183038",https://www.emis.com/php/company-profile/RU/Murmansk_Trawl_Fleet_PAO__%D0%9C%D1%83%D1%80%D0%BC%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%A2%D1%80%D0%B0%D0%BB%D0%BE%D0%B2%D1%8B%D0%B9_%D0%A4%D0%BB%D0%BE%D1%82_%D0%9F%D0%90%D0%9E__en_1517131.html,,,,,
PJSC Murmansk Trawling Fleet,Russia,Murmansk,Murmanskaya oblast',"Ulitsa Shmidta, 43, Murmansk, Murmanskaya oblast', Russia, 183038",https://www.emis.com/php/company-profile/RU/Murmansk_Trawl_Fleet_PAO__%D0%9C%D1%83%D1%80%D0%BC%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%A2%D1%80%D0%B0%D0%BB%D0%BE%D0%B2%D1%8B%D0%B9_%D0%A4%D0%BB%D0%BE%D1%82_%D0%9F%D0%90%D0%9E__en_1517131.html,,,,,
JSC Akros,Russia,,,,http://www.old.norebo.ru/en/nash-flot/akros/,,,,,
JSC Akros,Russia,,,,http://www.old.norebo.ru/en/nash-flot/akros/,,,,,
LLC Roliz,Russia,,,,http://www.old.norebo.ru/en/nash-flot/roliz/,,,,,
LLC Roliz,Russia,,,,http://www.old.norebo.ru/en/nash-flot/roliz/,,,,,
JSC Akros-3,Russia,,,,http://www.old.norebo.ru/en/nash-flot/akros/,,,,,
LLC Vostokrybprom,Russia,Vladivostok,Primorskiy kray,"Prospekt Krasnogo Znameni, 42, Vladivostok, Primorskiy kray, Russia, 690106",https://openknowledge.fao.org/server/api/core/bitstreams/381a4eb8-1b0a-4bfe-a57f-ad2604b8b8f8/content,,,,,
OOO RK Luntos,Russia,Petropavlovsk-Kamchatskiy,Kamchatka Krai,"Ulitsa Leningradskaya, Д 61, Petropavlovsk-Kamchatskiy, Kamchatka Krai, Russia, 683000",,,,,,
Mercury Co Ltd,Russia,Moskva,Moskva,"Kutuzovsky Ave, 31, Moskva, Russia, 121165",https://en.wikipedia.org/wiki/Moscow_International_Business_Center,,,,,
Interrybflot,Russia,,,,https://interfishmarket.com/en/company.aspx?id=14738,,,,,
JSC North-Kurilsk Base of Seiner Fleet (NBSF),Russia,,,,https://www.new-ships.com/groupowner-11286763-JSC_North-Kurilsk_Base_of_Seiner_Fleet_NBSF.html,,,,,
JSC Ostrov Sakhalin,Russia,,Sakhalin Oblast,"Sakhalin, Sakhalin Oblast, Russia",https://en.wikipedia.org/wiki/Sakhalin,,,,,
Bluff Proteins Limited,New Zealand,Bluff,Southland,"284 Foreshore Road, Bluff 9814, New Zealand",https://icc.govt.nz/wp-content/uploads/2021/05/2021-05-11-Extraordinary-Performance-Policy-and-Partnerships-Agenda-part-1.pdf,,,,,
"Alyeska Seafoods, Inc.",United States of America,Unalaska,Alaska,"551 W Broadway Ave, Unalaska, AK 99685, USA",https://www.ci.unalaska.ak.us/business-directory/alyeska-seafoods-inc,,,,,
"Hai An Co., Ltd",Vietnam,,Hải Phòng,"R.817B, 8th Flr., No. 4&5, 20A Plot, Đ. Lê Hồng Phong, Đông Khê, Ngô Quyền, Hải Phòng 40000, Vietnam",https://ipvietnam.gov.vn/documents/20182/1730768/H%C3%A0+N%E1%BB%99i_+%C4%90%C6%A1n+NH%2C+SC%2C+KD.xlsx/7e8bef30-30c6-4467-9110-a075165ddbb7,,,,,
Food Joint Stock Company,Vietnam,thành phố Bến Tre,Bến Tre,"214 Nguyễn Đình Chiểu, Phường 8, Bến Tre, Vietnam",https://vnsw.gov.vn/HuongDan/TempCertificate/Korea.xlsx,,,,,
Promarina SA,Panama,Puerto Caimito,Panamá Oeste Province,"V7CQ+FHW, Puerto Caimito, Panamá Oeste Province, Panama",,,,,,
Unknown,Peru,,,,https://explorepartsunknown.com/destination/peru/,,,,,
Pacific Deep Frozen S.A.,Peru,,Áncash,"Caleta Culebras, 02655, Peru",,,,,,
